연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2019,충남,고,2436,114,60433,1072,1016,656,581,1.6,654,510,64,80,29,62.55120546721162,24.56436053149769,2511,534,1374,24.808292282430212,4.679802955665025,1.0821901940992504,0.10590240431552297,0.13237800539440372,0.04798702695547135,1.6812006685089271,73.12230072973377,51874.0,69.4,23.7,16.2,66.6741334,0.1637609719435186,27.91020620541844,,,,,,,,,,,,,5.9,26.88
2020,충남,고,2417,115,57791,1093,1077,669,568,1.8,877,652,87,138,50,65.00209375162223,25.79685418144694,2490,529,1384,23.910219280099298,4.757964418700869,1.5175373328026855,0.15054247201121282,0.23879150732813068,0.08651866207540966,1.8636119811043244,76.18833382360575,53078.0,59.2,19.5,15.86,31.7288737,0.0838678200993867,13.4760152815708,,,,,,,,,,,,,8.135,39.14
2021,충남,고,2410,115,56671,768,744,576,511,1.3,997,711,112,174,9,66.03252104250852,26.55675742443225,2499,532,1359,23.5149377593361,4.771784232365145,1.759277231741102,0.19763194579238058,0.3070353443560198,0.01588113850117344,1.312840782763671,77.46466446683489,57622.0,67.2,26.0,15.4,166.5209348,0.3917254803620829,70.87324213895367,,,,,,,,,,,,,9.811,48.33
2022,충남,고,2402,113,56081,970,931,737,666,1.7,1256,875,145,236,14,67.63704284873666,26.894634546459585,2542,512,1367,23.347626977518733,4.704412989175687,2.239617695832813,0.2585545906813359,0.42081988552272603,0.02496389151406002,1.6600987856849916,78.83240313118526,58937.0,68.9,29.2,14.92,229.73691,0.5424833148835206,98.0976762656282,2131.8311618,910.2920517353284,5.033944416790715,69.7313885,29.775307653549227,0.1646584120283963,148.2945171,63.32176893318302,0.3501714252858147,,,,12.953,65.57
2023,충남,고,2430,115,57343,1161,1137,771,695,2.1,1555,1073,144,338,13,66.15914758558151,26.724377866522502,2528,448,1226,23.597942386831274,4.732510288065844,2.711752088310692,0.2511204506216975,0.5894355021537067,0.022670596236681023,1.9828052247004866,73.2783426050259,58937.0,70.2,30.8,14.42,353.5068,0.7149833474925021,151.8552183923846,1993.8257993,856.4838135760679,4.032602044148593,60.3726719,25.93416951613457,0.1221064348751665,229.6770919,98.6619350750885,0.4645322127014389,,,,15.912,81.81
2024,충남,고,2464,121,59239,1171,1160,699,675,2.0,1972,1374,175,423,14,63.75642735360151,26.03619237326761,2559,450,1233,24.041801948051948,4.910714285714286,3.3288880636067457,0.2954134944884282,0.714056618106315,0.023633079559074257,1.9581694491804384,71.60823106399499,58937.0,73.6,35.9,14.12,405.32674,0.8192067619314248,175.1249686757399,1933.1194457,835.221190624325,3.907031945483212,52.803793,22.814341326420397,0.1067218616793632,209.7786676,90.63671099589544,0.4239841245284846,,,,19.093,99.26
2012,충남,중,2490,142,76604,656,0,2688,2993,0.8,676,623,39,14,193,48.179168189650674,13.0923189389588,0,0,0,30.764658634538154,5.7028112449799195,0.8824604459297164,0.05091117957286826,0.01827580805179886,0.25194506814265577,0.0,0.0,44071.0,61.2,17.7,20.59,,,,,,,,,,,,,2.1333333333333333,1.3333333333333333,2.1333333333333333,2.417,7.76
2013,충남,중,2392,141,72867,566,0,2350,2320,0.7,775,695,37,43,153,49.7322793582829,13.693125831995278,0,0,0,30.462792642140467,5.894648829431438,1.063581593862791,0.050777443836030035,0.05901162391754841,0.20997159207871877,0.0,0.0,45550.0,60.7,17.4,19.47,43.3205868,0.166229559451588,16.352327797070814,,,,,,,,,,3.2000000000000006,1.9666666666666663,3.2000000000000006,2.788,9.8
2014,충남,중,2394,141,70209,490,0,1969,2157,0.7,754,680,54,20,196,49.90405788431683,14.287911806178696,0,0,0,29.327067669172934,5.889724310776942,1.07393638992152,0.07691321625432636,0.028486376390491248,0.27916648862681426,0.0,0.0,46360.0,61.1,18.1,18.81,27.3417508,0.098268552842022,10.509267396451524,,,,,,,,,,3.45,2.5666666666666664,3.45,2.845,10.11
2015,충남,중,2313,126,65223,384,0,1809,1772,0.5,839,699,52,88,141,54.34518498075832,15.4823911810251,2124,568,1065,28.198443579766536,5.447470817120623,1.2863560400472227,0.0797264768563237,0.1349217300645478,0.2161814083988777,0.0,57.60237952869387,48173.0,61.2,18.0,18.17,34.410177,0.1194155124846003,13.532928383214694,,,,,,,,,,3.7,3.1666666666666665,3.7,3.514,13.78
2016,충남,중,2241,138,60196,367,0,1693,1697,0.6,932,775,74,83,135,59.07656654927238,16.89245132566948,2136,517,1079,26.861222668451585,6.157965194109773,1.5482756329324208,0.1229317562628746,0.13788291580835935,0.22426739318227124,0.0,61.99747491527676,50264.0,58.8,17.7,17.58,38.2702157,0.1258760313915357,15.397762850843312,,,,,,,,,,4.6000000000000005,3.7000000000000006,4.6000000000000005,3.977,16.32
2017,충남,중,2234,144,57544,267,0,1416,1601,0.4,1021,863,69,89,85,60.064368135687474,18.36870916168497,2173,512,1100,25.758281110116382,6.445837063563116,1.7742944529403588,0.11990824412623385,0.15466425691644656,0.147713054358404,0.0,65.77575420547754,53663.0,64.6,18.8,17.15,42.6809936,0.1325999092823989,17.42707323446789,,,,,,,,,,,,,4.001,16.46
2018,충남,중,2249,141,56595,271,0,1454,1666,0.5,1240,988,115,137,83,60.79816238183585,18.67421150278293,2148,529,1076,25.164517563361493,6.269453090262339,2.1910062726389254,0.20319816238183586,0.24207085431575226,0.14665606502341197,0.0,66.31327855817652,53006.0,63.7,18.7,16.37,44.6750008,0.121244279197006,18.44123604781719,,,,,,,,,,,,,5.167,22.85
2019,충남,중,2228,144,56031,315,0,1461,1609,0.6,1552,1195,120,237,108,60.575734861059054,19.17286859060163,2164,542,1071,25.148563734290843,6.463195691202872,2.769895236565473,0.2141671574664025,0.422980135996145,0.19275044171976227,0.0,67.4091128125502,51874.0,69.4,23.7,16.2,66.6741334,0.1637609719435186,27.91020620541844,,,,,,,,,,,,,6.457,29.93
2020,충남,중,2251,144,57541,378,0,1447,1536,0.7,1941,1507,145,289,106,58.45496254844372,18.78036530473923,2161,530,1052,25.56241670368725,6.39715681919147,3.3732469022088596,0.25199423020107403,0.502250569159382,0.18421647173319894,0.0,65.04926921673241,53078.0,59.2,19.5,15.86,31.7288737,0.0838678200993867,13.4760152815708,,,,,,,,,,,,,7.611,36.26
2021,충남,중,2310,148,59514,228,0,1367,1307,0.4,2416,1856,172,388,38,56.17271566354136,18.34042410189199,2222,510,1042,25.763636363636362,6.406926406926407,4.059549013677454,0.28900762845716976,0.6519474409382666,0.0638505225661189,0.0,63.41365056961387,57622.0,67.2,26.0,15.4,166.5209348,0.3917254803620829,70.87324213895367,,,,,,,,,,,,,8.64,41.91
2022,충남,중,2376,158,59883,284,0,1514,1612,0.5,2879,2208,167,504,37,56.28204999749512,18.5295158893175,2298,484,1038,25.203282828282827,6.6498316498316505,4.80770836464439,0.2788771437636725,0.8416412003406643,0.061787151612310666,0.0,63.791059232169395,58937.0,68.9,29.2,14.92,229.73691,0.5424833148835206,98.0976762656282,2131.8311618,910.2920517353284,5.033944416790715,69.7313885,29.775307653549227,0.1646584120283963,148.2945171,63.32176893318302,0.3501714252858147,,,,10.007,49.41
2023,충남,중,2428,163,59574,356,0,1561,1527,0.6,3167,2316,170,681,75,56.93649914392184,18.75586665323799,2413,358,1036,24.536243822075782,6.71334431630972,5.316077483465941,0.28535938496659613,1.1431161244838353,0.1258938463087924,0.0,63.90371638634304,58937.0,70.2,30.8,14.42,353.5068,0.7149833474925021,151.8552183923846,1993.8257993,856.4838135760679,4.032602044148593,60.3726719,25.93416951613457,0.1221064348751665,229.6770919,98.6619350750885,0.4645322127014389,,,,11.819,59.35
2024,충남,중,2492,172,60336,382,0,1560,1647,0.6,3508,2454,223,831,81,56.10496221161496,18.845664280031823,2500,324,1085,24.21187800963082,6.902086677367576,5.8141076637496685,0.36959692389286664,1.3772871917263325,0.13424821002386633,0.0,64.78719172633254,58937.0,73.6,35.9,14.12,405.32674,0.8192067619314248,175.1249686757399,1933.1194457,835.221190624325,3.907031945483212,52.803793,22.814341326420397,0.1067218616793632,209.7786676,90.63671099589544,0.4239841245284846,,,,13.542,68.81
2012,충남,초,5867,304,127260,422,0,11180,11939,0.3,2141,1999,80,62,293,53.723715228665725,15.786782964010689,0,0,0,21.69081302198739,5.181523777058121,1.6823825239666825,0.06286342920006287,0.04871915763004872,0.23023730944523021,0.0,0.0,44071.0,61.2,17.7,20.59,,,,,,,,,,,,,2.1333333333333333,1.3333333333333333,,,
2013,충남,초,5531,316,116216,407,0,9463,9317,0.3,2500,2252,105,143,308,56.25845838782956,16.66383286294486,0,0,0,21.01175194359067,5.713252576387633,2.151166792868452,0.09034900530047497,0.12304674055207544,0.26502374888139324,0.0,0.0,45550.0,60.7,17.4,19.47,43.3205868,0.166229559451588,16.352327797070814,,,,,,,,,,3.2000000000000006,1.9666666666666663,,,
2014,충남,초,5577,327,115056,371,0,7346,7745,0.3,3093,2874,122,97,281,56.98132213878459,16.940967876512307,0,0,0,20.630446476600323,5.86336740182894,2.6882561535252396,0.10603532193019052,0.0843067723543318,0.24422889723265193,0.0,0.0,46360.0,61.1,18.1,18.81,27.3417508,0.098268552842022,10.509267396451524,,,,,,,,,,3.45,2.5666666666666664,,,
2015,충남,초,5580,273,115484,349,0,7141,6960,0.3,3825,3334,159,332,228,56.495912853728655,17.011733227113712,5753,463,1640,20.69605734767025,4.89247311827957,3.312147137265768,0.13768141041183196,0.2874857123064667,0.19742994700564578,0.0,68.02673963492778,48173.0,61.2,18.0,18.17,34.410177,0.1194155124846003,13.532928383214694,,,,,,,,,,3.7,3.1666666666666665,,,
2016,충남,초,5656,314,115309,363,0,7008,7408,0.3,4659,4155,190,314,244,56.44776210009626,17.368626906832944,5955,392,1648,20.38702263083451,5.551626591230551,4.040447840151246,0.1647746489866359,0.2723117883252825,0.21160533869862716,0.0,69.33543782358706,50264.0,58.8,17.7,17.58,38.2702157,0.1258760313915357,15.397762850843312,,,,,,,,,,4.6000000000000005,3.7000000000000006,,,
2017,충남,초,5767,324,116963,403,0,7210,7736,0.3,5321,4718,195,408,237,55.62828415823808,17.806143823260346,6205,363,1697,20.281428819143404,5.618172359979192,4.549301915990527,0.1667193898925301,0.3488282619289861,0.20262818156169043,0.0,70.66337217752623,53663.0,64.6,18.8,17.15,42.6809936,0.1325999092823989,17.42707323446789,,,,,,,,,,,,,,
2018,충남,초,5925,340,120152,492,0,8181,9083,0.4,6172,5310,246,616,262,54.18450795658832,17.87534123443638,6361,404,1714,20.278818565400844,5.738396624472574,5.136826686197484,0.20474066182835077,0.5126839336840002,0.2180571276383248,0.0,70.56894600173113,53006.0,63.7,18.7,16.37,44.6750008,0.121244279197006,18.44123604781719,,,,,,,,,,,,,,
2019,충남,초,6007,355,122424,464,0,7645,7597,0.4,6837,5716,245,876,269,53.38463863294779,17.905190158792394,6507,379,1759,20.380223073081407,5.909771932745131,5.584689276612429,0.20012415866170033,0.7155459713781611,0.21972815787754035,0.0,70.61523884205711,51874.0,69.4,23.7,16.2,66.6741334,0.1637609719435186,27.91020620541844,,,,,,,,,,,,,,
2020,충남,초,5961,375,120115,535,0,6636,6371,0.4,7176,5811,263,1102,268,54.35745743662324,18.496640719310665,6466,386,1748,20.150142593524578,6.290890790135883,5.974274653457103,0.21895683303500812,0.9174541064812888,0.22311951046913378,0.0,71.59805186696083,53078.0,59.2,19.5,15.86,31.7288737,0.0838678200993867,13.4760152815708,,,,,,,,,,,,,,
2021,충남,초,6029,387,118771,411,0,7307,6990,0.3,7374,5838,242,1294,173,55.15372439400191,19.031093448737487,6522,382,1749,19.69995024050423,6.418974954387129,6.208586271059434,0.20375344149666164,1.089491542548265,0.14565845197901844,0.0,72.85448468060385,57622.0,67.2,26.0,15.4,166.5209348,0.3917254803620829,70.87324213895367,,,,,,,,,,,,,,
2022,충남,초,6242,407,118228,428,0,6525,6545,0.4,7433,5648,242,1543,185,55.16814121866224,19.310036539567616,6694,405,1695,18.940724126882408,6.520346042934956,6.287004770443549,0.20468924451060663,1.3051053895862232,0.15647731501843895,0.0,74.38170314984606,58937.0,68.9,29.2,14.92,229.73691,0.5424833148835206,98.0976762656282,2131.8311618,910.2920517353284,5.033944416790715,69.7313885,29.775307653549227,0.1646584120283963,148.2945171,63.32176893318302,0.3501714252858147,,,,,
2023,충남,초,6313,432,115875,458,0,6360,5984,0.4,7842,5471,290,2081,205,56.56290830636462,20.155477885652644,6829,399,1652,18.3549817836211,6.843022334864565,6.767637540453074,0.25026968716289105,1.7959007551240562,0.17691477885652643,0.0,76.63430420711974,58937.0,70.2,30.8,14.42,353.5068,0.7149833474925021,151.8552183923846,1993.8257993,856.4838135760679,4.032602044148593,60.3726719,25.93416951613457,0.1221064348751665,229.6770919,98.6619350750885,0.4645322127014389,,,,,
2024,충남,초,6270,448,111875,534,0,7926,8392,0.5,7903,5123,389,2391,260,58.96784804469274,21.58271284916201,6945,386,1672,17.842902711323763,7.1451355661881975,7.06413407821229,0.3477094972067039,2.1372067039106146,0.2324022346368715,0.0,80.47374301675977,58937.0,73.6,35.9,14.12,405.32674,0.8192067619314248,175.1249686757399,1933.1194457,835.221190624325,3.907031945483212,52.803793,22.814341326420397,0.1067218616793632,209.7786676,90.63671099589544,0.4239841245284846,,,,,
2012,충북,고,1844,50,60067,1188,0,617,541,2.0,130,111,16,3,38,45.05227495962841,15.417517105898414,0,0,0,32.57429501084599,2.711496746203905,0.21642499209216376,0.02663692210365092,0.004994422894434547,0.06326268999617093,0.0,0.0,29177.0,63.9,17.7,19.45,,,,,,,,,,,,,1.0666666666666669,1.0,1.0,1.196,1.06
2013,충북,고,1827,58,58950,1096,1052,532,445,1.8,225,208,16,1,41,46.90615776081425,17.622849872773536,0,0,0,32.26600985221675,3.1746031746031744,0.38167938931297707,0.027141645462256152,0.0016963528413910095,0.06955046649703138,1.7845631891433418,0.0,30507.0,62.5,18.8,19.01,64.5690948,0.299703841851441,31.430731576718443,,,,,,,,,,1.0666666666666669,0.7666666666666666,0.7666666666666666,1.603,3.3
2014,충북,고,1838,63,57924,1020,989,532,503,1.7,323,303,17,3,40,47.90442648988329,18.352772598577445,0,0,0,31.51468988030468,3.427638737758433,0.5576272356881431,0.02934880187832332,0.005179200331468821,0.06905600441958429,1.7074097092742213,0.0,31729.0,60.7,18.8,18.19,57.7065246,0.2558775323247193,28.939792278913952,,,,,,,,,,1.4833333333333332,0.9333333333333332,0.9333333333333332,2.003,5.49
2015,충북,고,1848,68,56227,863,814,445,404,1.5,367,334,17,16,28,54.59505219912142,17.466875344585343,1738,347,807,30.4258658008658,3.67965367965368,0.652711330855283,0.030234584808010383,0.028456079819303894,0.049798139683781814,1.4477030608070856,51.434364273391786,34728.0,61.6,19.0,17.74,29.5162497,0.1452807281694369,15.355132397619444,,,,,,,,,,1.9,1.1,1.1,2.449,7.94
2016,충북,고,1852,72,54937,765,736,473,444,1.4,402,370,24,8,43,55.68263647450716,17.944536469046362,1711,411,805,29.663606911447083,3.8876889848812093,0.7317472741503904,0.04368640442688898,0.014562134808962995,0.0782714745981761,1.3397164024245953,53.27921073229335,37273.0,60.5,19.7,17.11,28.5672341,0.1293027030819298,15.41874506142188,,,,,,,,,,2.4,2.033333333333333,2.033333333333333,2.782,9.77
2017,충북,고,1834,77,52306,859,833,622,583,1.6,447,411,20,16,35,55.57016403471877,19.285569533131955,1717,439,866,28.520174482006542,4.198473282442748,0.8545864719152678,0.03823653118189118,0.030589224945512944,0.06691392956830956,1.5925515237257677,57.775398615837574,40590.0,63.0,19.0,16.7,14.9943718,0.0602198117223708,8.326690841644638,,,,,,,,,,,,,3.175,11.92
2018,충북,고,1797,83,48369,779,754,557,483,1.5,473,413,23,37,25,59.94227707829395,21.0268973929583,1698,438,889,26.91652754590985,4.618809126321647,0.9778990675846099,0.0475511174512601,0.07649527589985322,0.05168599722963055,1.5588496764456572,62.540056647852964,43016.0,69.4,24.4,16.11,19.1678415,0.071227054836516,10.91674630656901,,,,,,,,,,,,,4.587,19.67
2019,충북,고,1757,83,44053,845,811,541,519,1.7,475,406,20,49,26,66.27312555331079,23.238258461398768,1713,436,864,25.072851451337506,4.723961297666477,1.078246657435362,0.04539985926043629,0.11122965518806892,0.05901981703856718,1.8409642930106915,68.39488797584728,42704.0,69.0,24.3,15.78,29.1100979,0.0950682813959412,16.96382765834698,,,,,,,,,,,,,5.441,24.36
2020,충북,고,1738,82,41549,781,758,537,477,1.8,520,427,38,55,18,70.50200967532311,25.01956725793641,1720,458,896,23.90621403912543,4.7180667433832,1.2515343329562685,0.09145827817757347,0.13237382367806685,0.04332234229464006,1.8243519699631758,73.98493345206863,42667.0,61.6,22.5,15.34,24.9889839,0.0873835412229997,14.861833390824422,,,,,,,,,,,,,6.223,28.65
2021,충북,고,1722,79,40246,457,447,339,316,1.1,596,467,49,80,5,72.68786960194802,25.63012473289271,1708,446,864,23.371660859465738,4.5876887340301975,1.4808925110569995,0.12175122993589427,0.19877751826268447,0.01242359489141778,1.1106693832927494,74.98881876459772,46123.0,69.5,28.4,14.84,50.7754481,0.1575214000744555,30.414112323072597,,,,,,,,,,,,,7.836,37.5
2022,충북,고,1711,78,39112,732,716,431,429,1.8,731,563,54,114,11,73.57445285334424,26.217835958273675,1679,444,843,22.85914669783752,4.5587375803623615,1.8689916138269584,0.13806504397627328,0.29147064839435466,0.028124360809981593,1.830640212722438,75.83350378400492,48616.0,73.1,31.8,14.39,162.58497,0.5109492591977928,98.21491482421166,1214.9556562,733.9347929201402,3.818192373462063,29.4566961,17.79430717651323,0.0925723764669607,82.744193,49.98441041440135,0.2600368540601828,,,,10.324,51.15
2023,충북,고,1726,79,39580,772,758,419,410,2.0,880,678,57,145,7,73.38504295098535,26.602627589691764,1733,412,885,22.931633835457706,4.577056778679027,2.223345123799899,0.1440121273370389,0.3663466397170288,0.017685699848408287,1.91510864072764,76.55381505811015,48616.0,72.0,32.1,14.05,157.6604,0.4229888153316145,96.57131656641636,1077.0696759,659.7346996165578,2.889682039615191,38.6160542,23.653391686777983,0.1036034350974589,94.78842,58.06050545761923,0.2543088910275218,,,,11.823,59.37
2024,충북,고,1749,81,40338,833,818,512,466,2.1,1155,873,87,195,10,72.65632901978283,26.38816996380584,1813,381,868,23.063464837049743,4.631217838765009,2.8633050721404136,0.2156775249144727,0.4834151420496802,0.024790520105111805,2.027864544598146,75.90857256185235,48616.0,74.3,35.2,13.95,90.89185,0.2511811889379756,56.49316303064206,1055.675289,656.147236621294,2.9173767969676154,39.6608015,24.650880415190503,0.1096033062920717,176.2214687,109.52916197401952,0.4869910561228784,,,,15.131,77.53
2012,충북,중,1944,73,59452,417,0,1678,1670,0.7,476,435,32,9,104,41.87388145058198,12.939161003835029,0,0,0,30.58230452674897,3.755144032921811,0.8006458992128103,0.053824934400861196,0.015138262800242212,0.1749310368027989,0.0,0.0,29177.0,63.9,17.7,19.45,,,,,,,,,,,,,1.0666666666666669,1.0,1.0666666666666669,2.796,9.84
2013,충북,중,1921,80,57623,390,0,1587,1523,0.7,513,475,29,9,102,43.59674088471617,13.723617305589782,0,0,0,29.996356064549715,4.164497657470068,0.8902695104385402,0.050327126321087066,0.015618763341027022,0.17701265119830625,0.0,0.0,30507.0,62.5,18.8,19.01,64.5690948,0.299703841851441,31.430731576718443,,,,,,,,,,1.0666666666666669,0.7666666666666666,1.0666666666666669,2.897,10.4
2014,충북,중,1897,90,54970,362,0,1438,1407,0.6,567,516,42,9,103,45.699636165181005,14.525250136438055,0,0,0,28.97733263046916,4.744333157617291,1.0314717118428234,0.07640531198835729,0.01637256685464799,0.18737493178097145,0.0,0.0,31729.0,60.7,18.8,18.19,57.7065246,0.2558775323247193,28.939792278913952,,,,,,,,,,1.4833333333333332,0.9333333333333332,1.4833333333333332,3.201,12.07
2015,충북,중,1844,95,50707,272,0,1346,1309,0.5,581,532,29,20,77,50.3429703985643,16.108860709566727,1700,515,759,27.49837310195228,5.151843817787419,1.1457984104758712,0.057191314808606314,0.039442286074900905,0.15185280138836846,0.0,58.650679393377644,34728.0,61.6,19.0,17.74,29.5162497,0.1452807281694369,15.355132397619444,,,,,,,,,,1.9,1.1,1.9,3.26,12.39
